問題ID,年度,セクション,問題番号,正答,正答率,英語問題,画像問題,連問,計算問題,問題文,症例文,選択肢,Web表示用,タグ,最終更新,ソース,コンテンツ,データ状態
117C9,117,C,9,c,54,No,No,No,No,感染症法上の五類感染症のうち、全数把握対象疾患である梅毒、風疹、麻疹、後天性免疫不全症候群、薬剤耐性アシネトバクター感染症について、発生動向調査によるそれぞれの患者数の年次推移を示す。 風疹はどれか。,,"a. A
b. B
c. C
d. D
e. E","117C9
感染症法上の五類感染症のうち、全数把握対象疾患である梅毒、風疹、麻疹、後天性免疫不全症候群、薬剤耐性アシネトバクター感染症について、発生動向調査によるそれぞれの患者数の年次推移を示す。 風疹はどれか。

a A
b B
c C
d D
e E",,2025年8月17日 22:41 (JST),base_data,"解答:
正解:c(正答率 54.0%)",notion_existing
117D1,117,D,1,b,93.8,No,Yes,No,No,救急外来を受診した患者の損傷の写真(A)と創部を寄せ合わせた状態の写真(B)とを次に示す。 この創の原因となったものとして最も考えられるのはどれか。,,"a. 釘
b. 包丁
c. はさみ
d. かなづち
e. のこぎり","117D1
救急外来を受診した患者の損傷の写真(A)と創部を寄せ合わせた状態の写真(B)とを次に示す。 この創の原因となったものとして最も考えられるのはどれか。

a 釘
b 包丁
c はさみ
d かなづち
e のこぎり",画像問題,2025年8月17日 22:44 (JST),base_data,"解答:
正解:b(正答率 93.8%)",notion_existing
117D10,117,D,10,b,99.8,No,No,No,No,大量出血を想定して診療にあたるべき交通外傷はどれか。,,"a. 頸椎捻挫
b. 骨盤骨折
c. 肩関節脱臼
d. 橈骨遠位端骨折
e. 膝前十字靱帯損傷","117D10
大量出血を想定して診療にあたるべき交通外傷はどれか。

a 頸椎捻挫
b 骨盤骨折
c 肩関節脱臼
d 橈骨遠位端骨折
e 膝前十字靱帯損傷",,2025年8月17日 22:45 (JST),base_data,"解答:
正解:b(正答率 99.8%)",notion_existing
117D11,117,D,11,,,,,,,,,,"解答:
正解:a,b(正答率 15.9%)",,,base_data,"解答:
正解:a,b(正答率 15.9%)",restored
117D12,117,D,12,,,,,,,,,,"解答:
正解:a,b,e(正答率 82.6%)",,,base_data,"解答:
正解:a,b,e(正答率 82.6%)",restored
117D13,117,D,13,d,91.7,No,No,No,No,ボールなどによる前胸部打撲後の心停止について正しいのはどれか。,,"a. 高齢者での報告例が多い。
b. 死亡に至ることはまれである。
c. 受傷後、1週間前後に心停止が生じる。
d. 速やかなAEDの使用が予後改善に有効である。
e. 迷走神経反射から生じる洞性徐脈が原因である。","117D13
ボールなどによる前胸部打撲後の心停止について正しいのはどれか。

a 高齢者での報告例が多い。
b 死亡に至ることはまれである。
c 受傷後、1週間前後に心停止が生じる。
d 速やかなAEDの使用が予後改善に有効である。
e 迷走神経反射から生じる洞性徐脈が原因である。",,2025年8月17日 22:45 (JST),base_data,"解答:
正解:d(正答率 91.7%)",notion_existing
117D14,117,D,14,e,95.9,No,No,No,No,手根管症候群でみられるのはどれか。,,"a. 頸部痛
b. 小指球筋の萎縮
c. 手関節の背屈困難
d. 腕橈骨筋反射の亢進
e. 母指から環指橈側の感覚障害","117D14
手根管症候群でみられるのはどれか。

a 頸部痛
b 小指球筋の萎縮
c 手関節の背屈困難
d 腕橈骨筋反射の亢進
e 母指から環指橈側の感覚障害",,2025年8月17日 22:45 (JST),base_data,"解答:
正解:e(正答率 95.9%)",notion_existing
117D15,117,D,15,b,46,No,No,No,No,腎障害を起こす頻度が高い薬剤はどれか。,,"a. スタチン
b. 炭酸リチウム
c. 塩酸メトホルミン
d. カルシウム拮抗薬
e. 副腎皮質ステロイド","117D15
腎障害を起こす頻度が高い薬剤はどれか。

a スタチン
b 炭酸リチウム
c 塩酸メトホルミン
d カルシウム拮抗薬
e 副腎皮質ステロイド",,2025年8月17日 22:45 (JST),base_data,"解答:
正解:b(正答率 46.0%)",notion_existing
117D16,117,D,16,d,98.1,No,No,No,No,"51歳の女性。倦怠感を主訴に来院した。1週間前から倦怠感が出現し、昨日から尿の色が濃くなったため受診した。飲酒は機会飲酒。常用している薬剤や健康食品はない。意識は清明。眼瞼結膜に貧血を認めない。眼球結膜に軽度黄染を認める。腹部は平坦、軟で、肝・脾を触知せず、圧痛を認めない。血液所見: 赤血球 325 万、Hb 12.0 g/dL、Ht 32 %、白血球 5,300、血小板 27 万、PT-INR 1.0 (基準0.9〜1.1)。血液生化学所見: 総蛋白 8.4 g/dL、アルブミン 4.2 g/dL、IgG 3,131 mg/dL (基準960〜1,960)、IgM 112 mg/dL (基準65〜350)、総ビリルビン 4.8 mg/dL、直接ビリルビン 3.2 mg/dL、AST 712 U/L、ALT 824 U/L、ALP 132 U/L (基準38〜113)、γ-GT 342U/L (基準8〜50)。免疫血清学所見: IgM型HA抗体陰性、HBs抗原陰性、IgM型HBc抗体陰性、HCV抗体陰性、HCV-RNA陰性、抗核抗体640倍(基準20以下),抗ミトコンドリア抗体陰性。肝生検組織で門脈域の拡大と同部位に形質細胞を含む単核球細胞浸潤を認める。 治療薬として適切なのはどれか。",,"a. グリチルリチン
b. インターフェロン
c. 核酸アナログ製剤
d. 副腎皮質ステロイド
e. 直接作用型抗ウイルス薬〈direct acting antivirals〉","117D16
51歳の女性。倦怠感を主訴に来院した。1週間前から倦怠感が出現し、昨日から尿の色が濃くなったため受診した。飲酒は機会飲酒。常用している薬剤や健康食品はない。意識は清明。眼瞼結膜に貧血を認めない。眼球結膜に軽度黄染を認める。腹部は平坦、軟で、肝・脾を触知せず、圧痛を認めない。血液所見: 赤血球 325 万、Hb 12.0 g/dL、Ht 32 %、白血球 5,300、血小板 27 万、PT-INR 1.0 (基準0.9〜1.1)。血液生化学所見: 総蛋白 8.4 g/dL、アルブミン 4.2 g/dL、IgG 3,131 mg/dL (基準960〜1,960)、IgM 112 mg/dL (基準65〜350)、総ビリルビン 4.8 mg/dL、直接ビリルビン 3.2 mg/dL、AST 712 U/L、ALT 824 U/L、ALP 132 U/L (基準38〜113)、γ-GT 342U/L (基準8〜50)。免疫血清学所見: IgM型HA抗体陰性、HBs抗原陰性、IgM型HBc抗体陰性、HCV抗体陰性、HCV-RNA陰性、抗核抗体640倍(基準20以下),抗ミトコンドリア抗体陰性。肝生検組織で門脈域の拡大と同部位に形質細胞を含む単核球細胞浸潤を認める。 治療薬として適切なのはどれか。

a グリチルリチン
b インターフェロン
c 核酸アナログ製剤
d 副腎皮質ステロイド
e 直接作用型抗ウイルス薬〈direct acting antivirals〉",,2025年8月17日 22:45 (JST),base_data,"解答:
正解:d(正答率 98.1%)",notion_existing
117D17,117,D,17,a,71.4,No,Yes,No,No,"32歳の女性。下腹部痛と不妊を主訴に来院した。月経周期は30日型、整、持続5日間。2年前から月経痛に対して市販の鎮痛薬を服用しているが、6ヵ月前から効果が不十分となり、月経時以外にも下腹部痛を自覚するようになった。3年前に結婚して以来、挙児を希望しているが妊娠はしていない。身長165cm、体重60kg。体温36.3°C。脈拍 72/分、整。内診で子宮の腫大はないが可動性は不良である。両側付属器は腫大し、Douglas窩に有痛性の硬結を触知する。血液所見: 赤血球 390 万、Hb 10.8 g/dL、Ht 36 %、白血球 5,200、血小板 18 万。血液生化学所見: 総蛋白 6.8 g/dL、AST 28 U/L、ALT 22 U/L、CA19-9 32U/mL (基準37以下)、CA125 52U/mL (基準35以下)。骨盤部単純MRIのT2強調矢状断像を次に示す。 治療として適切なのはどれか。",,"a. 腫瘤摘出術
b. 囊胞穿刺吸引術
c. 両側付属器摘出術
d. 子宮全摘術+両側付属器摘出術
e. 子宮全摘術+両側付属器摘出術+大網切除術","117D17
32歳の女性。下腹部痛と不妊を主訴に来院した。月経周期は30日型、整、持続5日間。2年前から月経痛に対して市販の鎮痛薬を服用しているが、6ヵ月前から効果が不十分となり、月経時以外にも下腹部痛を自覚するようになった。3年前に結婚して以来、挙児を希望しているが妊娠はしていない。身長165cm、体重60kg。体温36.3°C。脈拍 72/分、整。内診で子宮の腫大はないが可動性は不良である。両側付属器は腫大し、Douglas窩に有痛性の硬結を触知する。血液所見: 赤血球 390 万、Hb 10.8 g/dL、Ht 36 %、白血球 5,200、血小板 18 万。血液生化学所見: 総蛋白 6.8 g/dL、AST 28 U/L、ALT 22 U/L、CA19-9 32U/mL (基準37以下)、CA125 52U/mL (基準35以下)。骨盤部単純MRIのT2強調矢状断像を次に示す。 治療として適切なのはどれか。

a 腫瘤摘出術
b 囊胞穿刺吸引術
c 両側付属器摘出術
d 子宮全摘術+両側付属器摘出術
e 子宮全摘術+両側付属器摘出術+大網切除術",画像問題,2025年8月17日 22:45 (JST),base_data,"解答:
正解:a(正答率 71.4%)",notion_existing
117D18,117,D,18,a,94.2,No,Yes,No,No,66歳の女性。左方視時の複視と羞明を主訴に来院した。1ヵ月前から複視を自覚し、2日前から左眼の羞明が出現したため受診した。意識は清明。体温36.4°C。脈拍 72/分、整。血圧128/86mmHg。呼吸数14/分。頭部単純MRI T2強調像(A)と選択的左内頸動脈造影側面像(B)を次に示す。 この患者の治療で正しいのはどれか。,,"a. 血管内治療
b. 抗血小板薬投与
c. 定位放射線治療
d. ブロモクリプチン投与
e. 経蝶形骨洞的腫瘍摘出術","117D18
66歳の女性。左方視時の複視と羞明を主訴に来院した。1ヵ月前から複視を自覚し、2日前から左眼の羞明が出現したため受診した。意識は清明。体温36.4°C。脈拍 72/分、整。血圧128/86mmHg。呼吸数14/分。頭部単純MRI T2強調像(A)と選択的左内頸動脈造影側面像(B)を次に示す。 この患者の治療で正しいのはどれか。

a 血管内治療
b 抗血小板薬投与
c 定位放射線治療
d ブロモクリプチン投与
e 経蝶形骨洞的腫瘍摘出術",画像問題,2025年8月17日 22:45 (JST),base_data,"解答:
正解:a(正答率 94.2%)",notion_existing
117D19,117,D,19,e,81.4,No,No,No,No,"68歳の男性。意識障害のため救急車で搬入された。家族によると、20年前から糖尿病で内服加療中であり、最近は飲酒量が多かった。持参した糖尿病診療歴を記録したノートによると、血糖降下薬としてビグアナイド薬およびDPP-4阻害薬を内服しており、最近の血液検査でクレアチニン 1.2 mg/dL、HbA1c 6.8 %であった。意識レベルはJCSII-20.身長168cm、体重58kg。体温36.1°C。心拍数88/分、整。血圧86/54mmHg。呼吸数28/分、SpO2 98%(room air)。皮膚は乾燥している。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝・脾を触知しない。尿所見: 蛋白2+,糖+,ケトン体(-)。血液生化学所見: 総ビリルビン 1.0 mg/dL、AST 54 U/L、ALT 46 U/L、γ-GT 168U/L (基準8〜50)、尿素窒素 38 mg/dL、クレアチニン 2.0 mg/dL、血糖 128 mg/dL、HbA1c 6.6 % (基準4.6〜6.2)、Na 138 mEq/L、K 3.8 mEq/L、Cl 94 mEq/L。この患者で認められるのはどれか。",,"a. 食後の低血糖
b. 呼気のアセトン臭
c. 呼吸性アシドーシス
d. 代謝性アルカローシス
e. アニオンギャップの増加","117D19
68歳の男性。意識障害のため救急車で搬入された。家族によると、20年前から糖尿病で内服加療中であり、最近は飲酒量が多かった。持参した糖尿病診療歴を記録したノートによると、血糖降下薬としてビグアナイド薬およびDPP-4阻害薬を内服しており、最近の血液検査でクレアチニン 1.2 mg/dL、HbA1c 6.8 %であった。意識レベルはJCSII-20.身長168cm、体重58kg。体温36.1°C。心拍数88/分、整。血圧86/54mmHg。呼吸数28/分、SpO2 98%(room air)。皮膚は乾燥している。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝・脾を触知しない。尿所見: 蛋白2+,糖+,ケトン体(-)。血液生化学所見: 総ビリルビン 1.0 mg/dL、AST 54 U/L、ALT 46 U/L、γ-GT 168U/L (基準8〜50)、尿素窒素 38 mg/dL、クレアチニン 2.0 mg/dL、血糖 128 mg/dL、HbA1c 6.6 % (基準4.6〜6.2)、Na 138 mEq/L、K 3.8 mEq/L、Cl 94 mEq/L。この患者で認められるのはどれか。

a 食後の低血糖
b 呼気のアセトン臭
c 呼吸性アシドーシス
d 代謝性アルカローシス
e アニオンギャップの増加",,2025年8月17日 22:45 (JST),base_data,"解答:
正解:e(正答率 81.4%)",notion_existing
