問題ID,年度,セクション,問題番号,ソース,コンテンツ
116B5,116,B,5,base_data,"解答:
正解:d(正答率 99.0%)"
116B50,116,B,50,base_data,"解答:
正解:2.1(正答率 95.0%)"
116B6,116,B,6,base_data,"解答:
正解:d(正答率 44.1%)"
116B7,116,B,7,base_data,"解答:
正解:e(正答率 94.2%)"
116B8,116,B,8,base_data,"解答:
正解:b(正答率 99.3%)"
116B9,116,B,9,base_data,"解答:
正解:e(正答率 99.9%)"
116C1,116,C,1,base_data,"解答:
正解:d(正答率 71.2%)"
116C10,116,C,10,base_data,"解答:
正解:a(正答率 99.5%)"
116C11,116,C,11,base_data,"解答:
正解:d(正答率 99.4%)"
116C12,116,C,12,base_data,"解答:
正解:b(正答率 74.7%)"
116C13,116,C,13,base_data,"解答:
正解:e(正答率 97.5%)"
116C14,116,C,14,base_data,"解答:
正解:b(正答率 87.6%)"
116C15,116,C,15,base_data,"解答:
正解:a(正答率 47.8%)"
116C16,116,C,16,base_data,"解答:
正解:d(正答率 69.4%)"
116C17,116,C,17,base_data,"解答:
正解:a(正答率 91.1%)"
116C18,116,C,18,base_data,"解答:
正解:b(正答率 95.3%)"
116C19,116,C,19,base_data,"解答:
正解:b(正答率 66.0%)"
116C2,116,C,2,base_data,"解答:
正解:d(正答率 74.0%)"
116C20,116,C,20,base_data,"解答:
正解:b(正答率 98.1%)"
116C21,116,C,21,base_data,"解答:
正解:d(正答率 44.9%)"
116C22,116,C,22,base_data,"解答:
正解:b(正答率 70.7%)"
116C23,116,C,23,base_data,"解答:
正解:c(正答率 64.0%)"
116C24,116,C,24,base_data,"解答:
正解:c(正答率 77.2%)"
116C25,116,C,25,base_data,"解答:
正解:a(正答率 87.8%)"
116C26,116,C,26,base_data,"解答:
正解:b(正答率 85.8%)"
116C27,116,C,27,base_data,"解答:
正解:b,c(正答率 90.0%)"
116C28,116,C,28,base_data,"解答:
正解:a,d(正答率 92.8%)"
116C29,116,C,29,base_data,"解答:
正解:c,d(正答率 27.5%)"
116C3,116,C,3,base_data,"解答:
正解:c(正答率 97.5%)"
116C30,116,C,30,base_data,"解答:
正解:c,e(正答率 36.0%)"
116C31,116,C,31,base_data,"解答:
正解:b,d(正答率 80.5%)"
116C32,116,C,32,base_data,"解答:
正解:d,e(正答率 59.3%)"
116C33,116,C,33,base_data,"解答:
正解:b,c(正答率 88.1%)"
116C34,116,C,34,base_data,"解答:
正解:a,e(正答率 90.3%)"
116C35,116,C,35,base_data,"解答:
正解:b,c,e(正答率 76.5%)"
116C36,116,C,36,base_data,"解答:
正解:なし(正答率 0.0%) (採点除外)"
116C37,116,C,37,base_data,"解答:
正解:d(正答率 94.2%)"
116C38,116,C,38,base_data,"解答:
正解:b(正答率 95.1%)"
116C39,116,C,39,base_data,"解答:
正解:d(正答率 76.4%)"
116C4,116,C,4,base_data,"解答:
正解:b(正答率 77.3%)"
116C40,116,C,40,base_data,"解答:
正解:b(正答率 87.2%)"
116C41,116,C,41,base_data,"解答:
正解:c(正答率 97.1%)"
116C42,116,C,42,base_data,"解答:
正解:e(正答率 99.2%)"
116C43,116,C,43,base_data,"解答:
正解:d(正答率 84.2%)"
116C44,116,C,44,base_data,"解答:
正解:a(正答率 78.1%)"
116C45,116,C,45,base_data,"解答:
正解:b(正答率 90.5%)"
116C46,116,C,46,base_data,"解答:
正解:a(正答率 68.7%)"
116C47,116,C,47,base_data,"解答:
正解:d(正答率 81.1%)"
116C48,116,C,48,base_data,"解答:
正解:d(正答率 95.8%)"
116C49,116,C,49,base_data,"解答:
正解:d(正答率 98.4%)"
116C5,116,C,5,base_data,"解答:
正解:b(正答率 28.4%)"
116C50,116,C,50,base_data,"解答:
正解:d(正答率 60.9%)"
116C51,116,C,51,base_data,"解答:
正解:c(正答率 97.0%)"
116C52,116,C,52,base_data,"解答:
正解:e(正答率 31.1%)"
116C53,116,C,53,base_data,"解答:
正解:c(正答率 61.2%)"
116C54,116,C,54,base_data,"解答:
正解:c(正答率 97.7%)"
116C55,116,C,55,base_data,"解答:
正解:e(正答率 89.1%)"
116C56,116,C,56,base_data,"解答:
正解:a,e(正答率 92.9%)"
116C57,116,C,57,base_data,"解答:
正解:b,c(正答率 38.9%)"
116C58,116,C,58,base_data,"解答:
正解:a,b(正答率 73.2%)"
116C59,116,C,59,base_data,"解答:
正解:c,e(正答率 49.6%)"
116C6,116,C,6,base_data,"解答:
正解:c(正答率 98.6%)"
116C60,116,C,60,base_data,"-62 基準値
次の文を読み，60〜62の問いに答えよ．
82歳の女性．歩行困難のため救急車で搬入された．
現病歴：1ヵ月前から倦怠感を訴えていた．前日の朝から食欲不振が出現し，午後になって2回嘔吐した．当日朝から落ち着きがなくなり，いつもと違う様子であった．その後，歩行困難と尿失禁を認め次第に呼びかけへの反応が悪くなったため家族が救急車を要請した．
既往歴：51歳時，子宮筋腫で子宮全摘術．58歳から高血圧症，慢性心房細動，脂質異常症のため自宅近くの医療機関に通院中でありカルシウム拮抗薬，β遮断薬，スタチン，ワルファリンを内服中である．2ヵ月前から三叉神経痛に対しカルバマゼピンが開始となった．
生活歴：喫煙歴はない．飲酒は機会飲酒．夫（83歳），長男夫婦と同居．海外渡航歴はない．
家族歴：母が76歳時に脳梗塞を発症．
現症：意識レベルはJCSⅢ-100．身長152cm，体重58kg．体温36.2℃．脈拍92/分，不整．血圧162/98mmHg．呼吸数22/分．SpO2 99％（room air）．眼位は正位である．瞳孔径は両側3.0mmで，左右差を認めない．対光反射は両側とも迅速．胸腹部に異常を認めない．
検査所見：尿所見：蛋白2＋，糖＋，潜血（－）．血液所見：赤血球509万，Hb 15.9g/dL，Ht 41％，白血球8,700，血小板26万．血液生化学所見：総蛋白8.5g/dL，アルブミン5.2g/dL，AST 36U/L，ALT 20U/L，γ-GT 28U/L（基準8〜50），尿素窒素14.6mg/dL，クレアチニン0.6mg/dL，尿酸3.6mg/dL，Na 108mEq/L，K 3.5mEq/L，Cl 73mEq/L，Ca 10.0mg/dL，P 3.8mg/dL，随時血糖198mg/dL，TSH 2.28μU/mL（基準0.2〜4.0），ACTH 12.6pg/mL（基準60以下），FT4 1.5ng/mL（基準0.8〜2.2），コルチゾール12.5μg/dL（基準5.2〜12.6）．CRP 0.1mg/dL．尿浸透圧702mOsm/L（基準50〜1,300），尿Na 163mEq/L，尿K 68mEq/L，尿Cl 190mEq/L．
[C060]
この患者の病態の原因はどれか．
ａ　レニン
6.5%
ｂ　インスリン
2.0%
ｃ　カテコラミン
2.4"
116C61,116,C,61,web_display_added,"116C61
この患者の内服薬のうち病態の原因として最も可能性が高いのはどれか。
a β遮断薬
b スタチン
c ワルファリン
d カルバマゼピン
e カルシウム拮抗薬
================================================================================"
116C62,116,C,62,web_display_added,"116C62
この患者に投与すべきなのはどれか。 C060
a 維持輸液(組成: Na+ 35mEq/L、K+ 20mEq/L、Cl- 35mEq/L、グルコース5.0%)
b 高張(3%)食塩液
c 脂肪乳剤
d 10%ブドウ糖液
e 乳酸リンゲル液
================================================================================"
116C63,116,C,63,base_data,"-65 基準値
次の文を読み，63〜65の問いに答えよ．
62歳の女性．腰痛，発熱および嘔吐を主訴に救急車で搬入された．
現病歴：3日前から間欠的な右腰痛を自覚していた．今朝起床時から悪寒も自覚するようになった．夕刻になり発熱と繰り返す嘔吐も出現し，動けなくなったため救急車を要請した．
既往歴：30年前に子宮筋腫摘出術．
生活歴：夫と二人暮らし．喫煙歴はない．飲酒は機会飲酒．
家族歴：両親が高血圧症であった．
現症：意識レベルはJCSⅠ-1．身長158cm，体重55kg．体温38.9℃．脈拍110/分，整．血圧88/54mmHg．呼吸数26/分．SpO2 99％（room air）．眼瞼結膜と眼球結膜に異常を認めない．甲状腺と頸部リンパ節を触知しない．心音と呼吸音に異常を認めない．腹部は平坦で，肝・脾を触知しない．右腰部に叩打痛を認める．腸雑音はやや減弱している．四肢に浮腫を認めない．皮膚には皮疹を認めない．
検査所見：尿所見：黄褐色でやや混濁，比重1.020，pH 5.5，蛋白＋，糖（－），潜血3＋，白血球＋，ケトン（－），亜硝酸＋．血液所見：赤血球407万，Hb 13.2g/dL，Ht 38％，白血球12,600（好中球77％，好酸球1％，好塩基球1％，単球6％，リンパ球15％），血小板13万．血液生化学所見：総蛋白6.3g/dL，アルブミン4.2g/dL，総ビリルビン1.0mg/dL，AST 42U/L，ALT 40U/L，LD 228U/L（基準120〜245），ALP 105U/L（基準38〜113），γ-GT 45U/L（基準8〜50），CK 131U/L（基準30〜140），尿素窒素24mg/dL，クレアチニン1.3mg/dL，血糖120mg/dL，Na 132mEq/L，K 3.8mEq/L，Cl 104mEq/L，Ca 8.5mg/dL．CRP 2.2mg/dL．乳酸2.5mg/dL（基準5〜20）．動脈血ガス分析（room air）：pH 7.43，PaCO2 25Torr，PaO2 88Torr，HCO3－ 16.5mEq/L．
腹部単純CTを次に示す．
[C063]
最初に行うべき対応はどれか．
ａ　アドレナリン静注
0.1%
ｂ　NSAID内服
1.3%
ｃ　経鼻胃管留置
0.3%
ｄ　生理食塩液輸液
64.5%
ｅ　尿管ステント留置
33"
116C64,116,C,64,web_display_added,116C64: 画像あり -->
116C65,116,C,65,web_display_added,"116C65
抗菌薬投与を含む治療の結果、入院4日目から解熱を認めた。以後順調に回復し抗菌薬治療は合計10日間の計画としていたが、入院8日目になり再度の発熱と腹痛を認めた。入院7日目の看護記録によると、茶褐色の水様下痢が合計8回あった。意識は清明。体温38.2°C。血圧90/56mmHg。脈拍 112/分、整。呼吸数20/分。SpO2 98%(room air)。腹部は全体に圧痛を認め、やや膨隆している。腸雑音は減弱している。腰部叩打痛は認めない。 この時点で実施すべき検査はどれか。 C063
a 心電図
b 尿培養
c 脳脊髄液検査
d 便潜血
e 便中CDトキシン
================================================================================"
116C66,116,C,66,base_data,"-68 基準値
次の文を読み，66〜68の問いに答えよ．
73歳の男性．ふらつきを主訴に来院した．
現病歴：3日前に重い荷物を持ち上げた時に腰痛が出現し，自宅近くの診療所でNSAIDの処方を受けた．早期の症状改善を期待して毎食後に服用していたが，昨日から心窩部痛を自覚し十分に食事や水分がとれなかったという．本日朝からふらつきが出現したため家族に連れられて受診した．
既往歴：高血圧症，糖尿病，脂質異常症および不眠症に対し，アンジオテンシン変換酵素〈ACE〉阻害薬，スルホニル尿素薬，スタチンおよびベンゾジアゼピン系睡眠薬を内服している．
生活歴：妻と2人暮らし．喫煙歴はない．飲酒は機会飲酒．
家族歴：両親が高血圧症であった．
現症：意識レベルはJCSⅠ-1．脈拍48/分，不整．血圧86/50mmHg．呼吸数20/分．SpO2 98％（room air）．眼瞼結膜と眼球結膜に異常を認めない．心音と呼吸音に異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．皮膚は乾燥している．
検査所見：血液所見：赤血球405万，Hb 13.4g/dL，Ht 36％，白血球6,600，血小板22万．血液生化学所見：総蛋白7.3g/dL，アルブミン4.2g/dL，総ビリルビン0.7mg/dL，AST 25U/L，ALT 20U/L，LD 225U/L（基準120〜245），ALP 100U/L（基準38〜113），尿素窒素35mg/dL，クレアチニン2.4mg/dL，尿酸8.1mg/dL，血糖120mg/dL，Na 138mEq/L，K 7.6mEq/L，Cl 108mEq/L．CRP 0.1mg/dL．
[C066]
直ちに行うべき検査はどれか．
ａ　頭部CT
0.1%
ｂ　尿中薬物検査
0.5%
ｃ　12誘導心電図
97.6%
ｄ　心エコー検査
1.5%
ｅ　胸部X線検査
0.3%
[C067]
直ちに投与すべき薬剤はどれか．
ａ　ドパミン
1.2%
ｂ　アトロピン
1.4%
ｃ　アドレナリン
0.3%
ｄ　硫酸マグネシウム
0.7%
ｅ　グルコン酸カルシウム
96.5%
[C068]
病態に関連する可能性のある薬剤はどれか．2つ選べ．
ａ　NSAID
90.2%
ｂ　スタチン
7.2%
ｃ　スルホニル尿素薬
5.1%
ｄ　ベンゾジアゼピン系睡眠薬
12.9%
ｅ　アンジオテンシン変換"
116C67,116,C,67,web_display_added,"116C67
直ちに投与すべき薬剤はどれか。
a ドパミン
b アトロピン
c アドレナリン
d 硫酸マグネシウム
e グルコン酸カルシウム
================================================================================"
116C68,116,C,68,web_display_added,"116C68
病態に関連する可能性のある薬剤はどれか。2つ選べ。 C066
a NSAID
b スタチン
c スルホニル尿素薬
d ベンゾジアゼピン系睡眠薬
e アンジオテンシン変換酵素〈ACE〉阻害薬
================================================================================"
116C69,116,C,69,base_data,"-71 基準値
次の文を読み，69〜71の問いに答えよ．
56歳の女性．歩行困難と嚥下困難を主訴に来院した．
現病歴：2年前から左上肢の筋力低下を自覚した．1年前から右上肢にも同様の症状を自覚するようになり，自宅近くの診療所を受診したところ，病院の脳神経内科に紹介受診となった．入院精査の結果，筋萎縮性側索硬化症〈ALS〉の診断を受けた．その後，病院に通院していたが下肢筋力が低下して徐々に歩行困難となった．3ヵ月前からは，しゃべりにくさを自覚した．時々食事でむせることもあった．病院への通院が困難となり，在宅医療への移行を相談するために受診した．
既往歴：健診で高血圧を指摘されたことがあるが，内服治療はしていない．
生活歴：もともとパート勤務をしていたが発症後は退職した．夫と二人暮らし．長男，長女は独立し別居している．
家族歴：父が肺癌，母は子宮癌であった．
現症：意識は清明．身長152cm，体重38kg．体温36.6℃．脈拍76/分，整．血圧108/68mmHg．心音と呼吸音に異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．神経診察では①眼球運動は正常．顔面の感覚には異常を認めない．②咬筋および口輪筋の筋力は保たれている．③挺舌は可能だが，舌筋には軽度の萎縮とぴくぴくとした不規則な動きがみられる．発声時の咽頭挙上は不良．四肢は右側優位に筋萎縮，筋力低下がみられ，④立位保持は可能だが，歩行は支えがないと困難である．腱反射は上肢で減弱し，下肢は亢進．Babinski徴候は両側陽性．右肩関節は可動域制限があり他動的に動かすと疼痛を訴える．痛覚，深部感覚の異常はない．トイレヘの移動には介助が必要だが，⑤排泄は可能である．
検査所見：尿所見：蛋白（－），糖（－），潜血（－）．血液所見：赤血球462万，Hb 12.6g/dL，Ht 40％，白血球6,200，血小板24万．血液生化学所見：総蛋白6.6g/dL，アルブミン3.8g/dL，AST 26U/L，ALT 30U/L，LD 204U/L（基準120〜245），ALP 68U/L（基準38〜113），尿素窒素18mg/dL，クレアチニン0.2mg/dL，血糖76mg/dL，Na 136mEq/L，K 4.0mEq/L，Cl 98mEq/L．CRP 0.1mg/dL．動脈血ガス分析（自発呼吸，room air）：pH 7."
